Results generated by BModes (v3.00.00, 20-Mar-2008, compiled using double precision) on 23-Apr-2024 at 12:57:09.
IEA15 tower                                                                                        
=================================================================================

            tower frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.24429E+00 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist
 0.5407	 0.000000	 0.000000	-0.007833	 0.017608	 0.000000
 0.5677	 0.000000	 0.000000	-0.005775	 0.146478	 0.000000
 0.5947	 0.000000	 0.000000	-0.001127	 0.223665	 0.000000
 0.6217	 0.000000	 0.000000	 0.004324	 0.209038	 0.000000
 0.6488	 0.000000	 0.000000	 0.008186	 0.097386	 0.000000
 0.6758	 0.000000	 0.000000	 0.008583	-0.066145	 0.000000
 0.7028	 0.000000	 0.000000	 0.005110	-0.209541	 0.000000
 0.7298	 0.000000	 0.000000	-0.000960	-0.270258	 0.000000
 0.7568	 0.000000	 0.000000	-0.006908	-0.200515	 0.000000
 0.7839	 0.000000	 0.000000	-0.009861	-0.033298	 0.000000
 0.8109	 0.000000	 0.000000	-0.008349	 0.152959	 0.000000
 0.8379	 0.000000	 0.000000	-0.002763	 0.287787	 0.000000
 0.8649	 0.000000	 0.000000	 0.004432	 0.281128	 0.000000
 0.8919	 0.000000	 0.000000	 0.009699	 0.135250	 0.000000
 0.9189	 0.000000	 0.000000	 0.010727	-0.051775	 0.000000
 0.9460	 0.000000	 0.000000	 0.007549	-0.194139	 0.000000
 0.9730	 0.000000	 0.000000	 0.002476	-0.195177	 0.000000
 1.0000	 0.000000	 0.000000	-0.000298	 0.000708	 0.000000


 -------- Mode No.  19  (freq = 0.73748E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	-0.000022	-0.013681	 0.000000	 0.000000	-0.000002
 0.0104	-0.000185	-0.037918	 0.000000	 0.000000	-0.000006
 0.0174	-0.000486	-0.057996	 0.000000	 0.000000	-0.000010
 0.0244	-0.000900	-0.073939	 0.000000	 0.000000	-0.000013
 0.0313	-0.001401	-0.085802	 0.000000	 0.000000	-0.000017
 0.0383	-0.001963	-0.093672	 0.000000	 0.000000	-0.000021
 0.0453	-0.002562	-0.097676	 0.000000	 0.000000	-0.000025
 0.0522	-0.003174	-0.097989	 0.000000	 0.000000	-0.000029
 0.0592	-0.003777	-0.094827	 0.000000	 0.000000	-0.000033
 0.0662	-0.004351	-0.088458	 0.000000	 0.000000	-0.000037
 0.0731	-0.004875	-0.079191	 0.000000	 0.000000	-0.000040
 0.0801	-0.005334	-0.067377	 0.000000	 0.000000	-0.000044
 0.0870	-0.005712	-0.053407	 0.000000	 0.000000	-0.000048
 0.0940	-0.005997	-0.037702	 0.000000	 0.000000	-0.000052
 0.1010	-0.006180	-0.020708	 0.000000	 0.000000	-0.000056
 0.1079	-0.006249	-0.001398	 0.000000	 0.000000	-0.000060
 0.1149	-0.006196	 0.018360	 0.000000	 0.000000	-0.000064
 0.1219	-0.006020	 0.038093	 0.000000	 0.000000	-0.000067
 0.1288	-0.005722	 0.057332	 0.000000	 0.000000	-0.000071
 0.1358	-0.005306	 0.075626	 0.000000	 0.000000	-0.000075
 0.1399	-0.005009	 0.085796	 0.000000	 0.000000	-0.000077
 0.1497	-0.004155	 0.107708	 0.000000	 0.000000	-0.000083
 0.1567	-0.003441	 0.120756	 0.000000	 0.000000	-0.000087
 0.1636	-0.002653	 0.131394	 0.000000	 0.000000	-0.000090
 0.1706	-0.001806	 0.139378	 0.000000	 0.000000	-0.000094
 0.1776	-0.000919	 0.144529	 0.000000	 0.000000	-0.000098
 0.1845	-0.000009	 0.146733	 0.000000	 0.000000	-0.000102
 0.1915	 0.000906	 0.145944	 0.000000	 0.000000	-0.000106
 0.1985	 0.001807	 0.142189	 0.000000	 0.000000	-0.000110
 0.2054	 0.002673	 0.135032	 0.000000	 0.000000	-0.000114
 0.2124	 0.003486	 0.124857	 0.000000	 0.000000	-0.000117
 0.2194	 0.004226	 0.111845	 0.000000	 0.000000	-0.000121
 0.2263	 0.004876	 0.096245	 0.000000	 0.000000	-0.000125
 0.2333	 0.005422	 0.078368	 0.000000	 0.000000	-0.000129
 0.2403	 0.005850	 0.058581	 0.000000	 0.000000	-0.000133
 0.2472	 0.006150	 0.037300	 0.000000	 0.000000	-0.000137
 0.2507	 0.006249	 0.026241	 0.000000	 0.000000	-0.000139
 0.3203	 0.001239	-0.156555	 0.000000	 0.000000	-0.000177
 0.3797	-0.006248	-0.083018	 0.000000	 0.000000	-0.000210
 0.4248	-0.006059	 0.091739	 0.000000	 0.000000	-0.000235
 0.4596	-0.001522	 0.183699	 0.000000	 0.000000	-0.000254
 0.4866	 0.003052	 0.181756	 0.000000	 0.000000	-0.000269
 0.5137	 0.006690	 0.108836	 0.000000	 0.000000	-0.000284
 0.5407	 0.007832	-0.017702	 0.000000	 0.000000	-0.000299
 0.5677	 0.005772	-0.146550	 0.000000	 0.000000	-0.000314
 0.5947	 0.001123	-0.223678	 0.000000	 0.000000	-0.000329
 0.6217	-0.004327	-0.208969	 0.000000	 0.000000	-0.000344
 0.6488	-0.008187	-0.097256	 0.000000	 0.000000	-0.000359
 0.6758	-0.008580	 0.066285	 0.000000	 0.000000	-0.000374
 0.7028	-0.005105	 0.209627	 0.000000	 0.000000	-0.000389
 0.7298	 0.000966	 0.270233	 0.000000	 0.000000	-0.000404
 0.7568	 0.006912	 0.200378	 0.000000	 0.000000	-0.000418
 0.7839	 0.009861	 0.033103	 0.000000	 0.000000	-0.000433
 0.8109	 0.008344	-0.153127	 0.000000	 0.000000	-0.000448
 0.8379	 0.002756	-0.287833	 0.000000	 0.000000	-0.000463
 0.8649	-0.004438	-0.281013	 0.000000	 0.000000	-0.000478
 0.8919	-0.009701	-0.135007	 0.000000	 0.000000	-0.000493
 0.9189	-0.010723	 0.052049	 0.000000	 0.000000	-0.000508
 0.9460	-0.007538	 0.194354	 0.000000	 0.000000	-0.000523
 0.9730	-0.002461	 0.195304	 0.000000	 0.000000	-0.000538
 1.0000	 0.000315	-0.000577	 0.000000	 0.000000	-0.000553


 -------- Mode No.  20  (freq = 0.94535E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	 0.000025	 0.015530	 0.000000
 0.0104	 0.000000	 0.000000	 0.000209	 0.042543	 0.000000
 0.0174	 0.000000	 0.000000	 0.000544	 0.064172	 0.000000
 0.0244	 0.000000	 0.000000	 0.000998	 0.080464	 0.000000
 0.0313	 0.000000	 0.000000	 0.001538	 0.091516	 0.000000
 0.0383	 0.000000	 0.000000	 0.002130	 0.097488	 0.000000
 0.0453	 0.000000	 0.000000	 0.002744	 0.098609	 0.000000
 0.0522	 0.000000	 0.000000	 0.003351	 0.095184	 0.000000
 0.0592	 0.000000	 0.000000	 0.003924	 0.087597	 0.000000
 0.0662	 0.000000	 0.000000	 0.004437	 0.076302	 0.000000
 0.0731	 0.000000	 0.000000	 0.004869	 0.061824	 0.000000
 0.0801	 0.000000	 0.000000	 0.005203	 0.044747	 0.000000
 0.0870	 0.000000	 0.000000	 0.005424	 0.025702	 0.000000
 0.0940	 0.000000	 0.000000	 0.005521	 0.005355	 0.000000
 0.1010	 0.000000	 0.000000	 0.005489	-0.015608	 0.000000
 0.1079	 0.000000	 0.000000	 0.005321	-0.038247	 0.000000
 0.1149	 0.000000	 0.000000	 0.005013	-0.060161	 0.000000
 0.1219	 0.000000	 0.000000	 0.004573	-0.080698	 0.000000
 0.1288	 0.000000	 0.000000	 0.004010	-0.099251	 0.000000
 0.1358	 0.000000	 0.000000	 0.003339	-0.115274	 0.000000
 0.1399	 0.000000	 0.000000	 0.002900	-0.123341	 0.000000
 0.1497	 0.000000	 0.000000	 0.001745	-0.137931	 0.000000
 0.1567	 0.000000	 0.000000	 0.000864	-0.143899	 0.000000
 0.1636	 0.000000	 0.000000	-0.000043	-0.146023	 0.000000
 0.1706	 0.000000	 0.000000	-0.000950	-0.144237	 0.000000
 0.1776	 0.000000	 0.000000	-0.001835	-0.138594	 0.000000
 0.1845	 0.000000	 0.000000	-0.002672	-0.129258	 0.000000
 0.1915	 0.000000	 0.000000	-0.003441	-0.116503	 0.000000
 0.1985	 0.000000	 0.000000	-0.004120	-0.100707	 0.000000
 0.2054	 0.000000	 0.000000	-0.004688	-0.080873	 0.000000
 0.2124	 0.000000	 0.000000	-0.005124	-0.058636	 0.000000
 0.2194	 0.000000	 0.000000	-0.005416	-0.034583	 0.000000
 0.2263	 0.000000	 0.000000	-0.005553	-0.009365	 0.000000
 0.2333	 0.000000	 0.000000	-0.005531	 0.016325	 0.000000
 0.2403	 0.000000	 0.000000	-0.005350	 0.041763	 0.000000
 0.2472	 0.000000	 0.000000	-0.005012	 0.066224	 0.000000
 0.2507	 0.000000	 0.000000	-0.004787	 0.077863	 0.000000
 0.3203	 0.000000	 0.000000	 0.003856	 0.129694	 0.000000
 0.3797	 0.000000	 0.000000	 0.005012	-0.095099	 0.000000
 0.4248	 0.000000	 0.000000	-0.001297	-0.181216	 0.000000
 0.4596	 0.000000	 0.000000	-0.005858	-0.090801	 0.000000
 0.4866	 0.000000	 0.000000	-0.006476	 0.042052	 0.000000
 0.5137	 0.000000	 0.000000	-0.003874	 0.163694	 0.000000
 0.5407	 0.000000	 0.000000	 0.000908	 0.213466	 0.000000
 0.5677	 0.000000	 0.000000	 0.005555	 0.152912	 0.000000
 0.5947	 0.000000	 0.000000	 0.007557	 0.005082	 0.000000
 0.6217	 0.000000	 0.000000	 0.005510	-0.165682	 0.000000
 0.6488	 0.000000	 0.000000	 0.000212	-0.250469	 0.000000
 0.6758	 0.000000	 0.000000	-0.005487	-0.197213	 0.000000
 0.7028	 0.000000	 0.000000	-0.008369	-0.029720	 0.000000
 0.7298	 0.000000	 0.000000	-0.006455	 0.178739	 0.000000
 0.7568	 0.000000	 0.000000	-0.000559	 0.282878	 0.000000
 0.7839	 0.000000	 0.000000	 0.005891	 0.222639	 0.000000
 0.8109	 0.000000	 0.000000	 0.009156	 0.034415	 0.000000
 0.8379	 0.000000	 0.000000	 0.007046	-0.197924	 0.000000
 0.8649	 0.000000	 0.000000	 0.000560	-0.308374	 0.000000
 0.8919	 0.000000	 0.000000	-0.006310	-0.227491	 0.000000
 0.9189	 0.000000	 0.000000	-0.009557	-0.028911	 0.000000
 0.9460	 0.000000	 0.000000	-0.007733	 0.165399	 0.000000
 0.9730	 0.000000	 0.000000	-0.002798	 0.206315	 0.000000
 1.0000	 0.000000	 0.000000	 0.000235	-0.000473	 0.000000
=================================================================================
